,Hora,Consumo,Método de obtención
1245,22,0.505,Real
1246,23,1.07,Real
1247,24,0.271,Real
1248,1,0.18,Real
1249,2,0.105,Real
1250,3,0.109,Real
1251,4,0.099,Real
1252,5,0.106,Real
1253,6,0.106,Real
1254,7,0.098,Real
1255,8,0.106,Real
1256,9,0.175,Real
1257,10,0.297,Real
1258,11,0.281,Real
1259,12,0.173,Real
1260,13,0.187,Real
1261,14,0.323,Real
1262,15,0.179,Real
1263,16,0.148,Real
1264,17,0.153,Real
1265,18,0.158,Real
1266,19,0.147,Real
1267,20,0.219,Real
1268,21,0.346,Real
1269,22,0.118,Real
1270,23,0.082,Real
1271,24,0.078,Real
1272,1,0.072,Real
1273,2,0.121,Real
1274,3,0.139,Real
1275,4,0.121,Real
1276,5,0.148,Real
1277,6,0.108,Real
1278,7,0.094,Real
1279,8,0.106,Real
1280,9,0.1,Real
1281,10,0.174,Real
1282,11,0.398,Real
1283,12,0.107,Real
1284,13,0.479,Real
1285,14,0.069,Real
1286,15,0.082,Real
1287,16,0.088,Real
1288,17,0.082,Real
1289,18,0.066,Real
1290,19,0.081,Real
1291,20,0.063,Real
1292,21,0.082,Real
1293,22,0.065,Real
1294,23,0.17,Real
1295,24,0.282,Real
1296,1,0.27,Real
1297,2,0.275,Real
1298,3,0.251,Real
1299,4,0.116,Real
1300,5,0.12,Real
1301,6,0.104,Real
1302,7,0.116,Real
1303,8,0.092,Real
1304,9,0.099,Real
1305,10,0.097,Real
1306,11,0.172,Real
1307,12,0.288,Real
1308,13,0.249,Real
1309,14,0.084,Real
1310,15,0.125,Real
1311,16,0.09,Real
1312,17,0.077,Real
1313,18,0.067,Real
1314,19,0.071,Real
1315,20,0.075,Real
1316,21,0.073,Real
1317,22,0.073,Real
1318,23,0.161,Real
1319,24,0.235,Real
1320,1,0.091,Real
1321,2,0.065,Real
1322,3,0.083,Real
1323,4,0.063,Real
1324,5,0.083,Real
1325,6,0.064,Real
1326,7,0.076,Real
1327,8,0.078,Real
1328,9,0.146,Real
1329,10,0.177,Real
1330,11,0.187,Real
1331,12,0.195,Real
1332,13,0.217,Real
1333,14,0.316,Real
1334,15,0.213,Real
1335,16,0.23,Real
1336,17,0.291,Real
1337,18,0.318,Real
1338,19,0.317,Real
1339,20,0.337,Real
1340,21,0.323,Real
1341,22,0.322,Real
1342,23,0.204,Real
1343,24,0.222,Real
1344,1,0.082,Real
1345,2,0.082,Real
1346,3,0.068,Real
1347,4,0.076,Real
1348,5,0.075,Real
1349,6,0.064,Real
1350,7,0.085,Real
1351,8,0.064,Real
1352,9,0.157,Real
1353,10,0.144,Real
1354,11,0.143,Real
1355,12,0.154,Real
1356,13,0.149,Real
1357,14,0.196,Real
1358,15,0.128,Real
1359,16,0.137,Real
1360,17,0.142,Real
1361,18,0.153,Real
1362,19,0.134,Real
1363,20,0.156,Real
1364,21,0.345,Real
1365,22,0.231,Real
1366,23,0.333,Real
1367,24,0.22,Real
1368,1,0.119,Real
1369,2,0.077,Real
1370,3,0.066,Real
1371,4,0.09,Real
1372,5,0.066,Real
1373,6,0.08,Real
1374,7,0.066,Real
1375,8,0.069,Real
1376,9,0.17,Real
1377,10,0.314,Real
1378,11,0.191,Real
1379,12,0.212,Real
1380,13,0.195,Real
1381,14,0.238,Real
1382,15,0.152,Real
1383,16,0.21,Real
1384,17,0.232,Real
1385,18,0.291,Real
1386,19,0.238,Real
1387,20,0.142,Real
1388,21,0.227,Real
1389,22,0.34,Real
1390,23,0.329,Real
1391,24,0.214,Real
1392,1,0.434,Real
1393,2,0.128,Real
1394,3,0.516,Real
1395,4,0.077,Real
1396,5,0.081,Real
1397,6,0.127,Real
1398,7,0.088,Real
1399,8,0.066,Real
1400,9,0.152,Real
1401,10,0.339,Real
1402,11,0.236,Real
1403,12,0.167,Real
1404,13,0.196,Real
1405,14,0.242,Real
1406,15,0.201,Real
1407,16,0.187,Real
1408,17,0.197,Real
1409,18,0.197,Real
1410,19,0.315,Real
1411,20,0.359,Real
1412,21,0.364,Real
1413,22,0.357,Real
1414,23,0.26,Real
1415,24,0.205,Real
1416,1,0.127,Real
1417,2,0.128,Real
1418,3,0.1,Real
1419,4,0.07,Real
1420,5,0.073,Real
1421,6,0.089,Real
1422,7,0.067,Real
1423,8,0.123,Real
1424,9,0.191,Real
1425,10,0.121,Real
1426,11,0.2,Real
1427,12,0.196,Real
1428,13,0.24,Real
1429,14,0.185,Real
1430,15,0.211,Real
1431,16,0.181,Real
1432,17,0.278,Real
1433,18,0.09,Real
1434,19,0.179,Real
1435,20,0.231,Real
1436,21,0.206,Real
1437,22,0.206,Real
1438,23,0.222,Real
1439,24,0.264,Real
1440,1,0.445,Real
1441,2,0.119,Real
1442,3,0.483,Real
1443,4,0.079,Real
1444,5,0.069,Real
1445,6,0.084,Real
1446,7,0.074,Real
1447,8,0.117,Real
1448,9,0.121,Real
1449,10,0.079,Real
1450,11,0.071,Real
1451,12,0.078,Real
1452,13,0.076,Real
1453,14,0.07,Real
1454,15,0.069,Real
1455,16,0.085,Real
1456,17,0.07,Real
1457,18,0.081,Real
1458,19,0.077,Real
1459,20,0.074,Real
1460,21,0.071,Real
1461,22,0.191,Real
1462,23,0.214,Real
1463,24,0.211,Real
1464,1,0.094,Real
1465,2,0.074,Real
1466,3,0.083,Real
1467,4,0.073,Real
1468,5,0.072,Real
1469,6,0.082,Real
1470,7,0.069,Real
1471,8,0.083,Real
1472,9,0.072,Real
1473,10,0.072,Real
1474,11,0.107,Real
1475,12,0.377,Real
1476,13,0.265,Real
1477,14,0.098,Real
1478,15,0.079,Real
1479,16,0.069,Real
1480,17,0.089,Real
1481,18,0.067,Real
1482,19,0.073,Real
1483,20,0.079,Real
1484,21,0.069,Real
1485,22,0.084,Real
1486,23,0.07,Real
1487,24,0.214,Real
1488,1,0.128,Real
1489,2,0.067,Real
1490,3,0.086,Real
1491,4,0.069,Real
1492,5,0.082,Real
1493,6,0.078,Real
1494,7,0.074,Real
1495,8,0.08,Real
1496,9,0.154,Real
1497,10,0.377,Real
1498,11,0.239,Real
1499,12,0.156,Real
1500,13,0.193,Real
1501,14,0.285,Real
1502,15,0.253,Real
1503,16,0.187,Real
1504,17,0.208,Real
1505,18,0.177,Real
1506,19,0.191,Real
1507,20,0.334,Real
1508,21,0.205,Real
1509,22,0.222,Real
1510,23,0.263,Real
1511,24,0.202,Real
1512,1,0.152,Real
1513,2,0.073,Real
1514,3,0.083,Real
1515,4,0.073,Real
1516,5,0.084,Real
1517,6,0.069,Real
1518,7,0.074,Real
1519,8,0.074,Real
1520,9,0.156,Real
1521,10,0.143,Real
1522,11,0.218,Real
1523,12,0.131,Real
1524,13,0.138,Real
1525,14,0.194,Real
1526,15,0.212,Real
1527,16,0.191,Real
1528,17,0.196,Real
1529,18,0.184,Real
1530,19,0.28,Real
1531,20,0.25,Real
1532,21,0.282,Real
1533,22,0.286,Real
1534,23,0.456,Real
1535,24,0.542,Real
1536,1,0.577,Real
1537,2,0.305,Real
1538,3,0.074,Real
1539,4,0.084,Real
1540,5,0.073,Real
1541,6,0.084,Real
1542,7,0.071,Real
1543,8,0.08,Real
1544,9,0.142,Real
1545,10,0.581,Real
1546,11,0.228,Real
1547,12,0.176,Real
1548,13,0.202,Real
1549,14,0.39,Real
1550,15,0.3,Real
1551,16,0.239,Real
1552,17,0.197,Real
1553,18,0.186,Real
1554,19,0.24,Real
1555,20,0.362,Real
1556,21,0.233,Real
1557,22,0.242,Real
1558,23,0.282,Real
1559,24,0.411,Real
1560,1,0.568,Real
1561,2,0.489,Real
1562,3,0.346,Real
1563,4,0.484,Real
1564,5,0.109,Real
1565,6,0.081,Real
1566,7,0.071,Real
1567,8,0.08,Real
1568,9,0.156,Real
1569,10,0.126,Real
1570,11,0.245,Real
1571,12,0.168,Real
1572,13,0.165,Real
1573,14,0.39,Real
1574,15,0.222,Real
1575,16,0.189,Real
1576,17,0.177,Real
1577,18,0.249,Real
1578,19,0.227,Real
1579,20,0.21,Real
1580,21,0.104,Real
1581,22,0.074,Real
1582,23,0.077,Real
1583,24,0.781,Real
1584,1,0.169,Real
1585,2,0.096,Real
1586,3,0.075,Real
1587,4,0.08,Real
1588,5,0.082,Real
1589,6,0.078,Real
1590,7,0.084,Real
1591,8,0.068,Real
1592,9,0.156,Real
1593,10,0.288,Real
1594,11,0.244,Real
1595,12,0.184,Real
1596,13,0.2,Real
1597,14,0.358,Real
1598,15,0.257,Real
1599,16,0.222,Real
1600,17,0.336,Real
1601,18,0.395,Real
1602,19,0.499,Real
1603,20,0.348,Real
1604,21,0.327,Real
1605,22,0.148,Real
1606,23,0.315,Real
1607,24,0.355,Real
1608,1,0.31,Real
1609,2,0.318,Real
1610,3,0.231,Real
1611,4,0.2,Real
1612,5,0.209,Real
1613,6,0.2,Real
1614,7,0.217,Real
1615,8,0.2,Real
1616,9,0.208,Real
1617,10,0.206,Real
1618,11,0.32,Real
1619,12,0.432,Real
1620,13,0.371,Real
1621,14,0.309,Real
1622,15,0.141,Real
1623,16,0.133,Real
1624,17,0.1,Real
1625,18,0.098,Real
1626,19,0.072,Real
1627,20,0.082,Real
1628,21,0.071,Real
1629,22,0.081,Real
1630,23,0.076,Real
1631,24,0.076,Real
1632,1,0.18,Real
1633,2,0.159,Real
1634,3,0.082,Real
1635,4,0.078,Real
1636,5,0.074,Real
1637,6,0.078,Real
1638,7,0.085,Real
1639,8,0.07,Real
1640,9,0.077,Real
1641,10,0.081,Real
1642,11,0.073,Real
1643,12,0.18,Real
1644,13,0.557,Real
1645,14,0.288,Real
1646,15,0.756,Real
1647,16,0.271,Real
1648,17,0.341,Real
1649,18,0.178,Real
1650,19,0.102,Real
1651,20,0.22,Real
1652,21,0.228,Real
1653,22,0.224,Real
1654,23,0.28,Real
1655,24,0.227,Real
1656,1,0.223,Real
1657,2,0.087,Real
1658,3,0.077,Real
1659,4,0.081,Real
1660,5,0.068,Real
1661,6,0.082,Real
1662,7,0.073,Real
1663,8,0.084,Real
1664,9,0.15,Real
1665,10,0.111,Real
1666,11,0.206,Real
1667,12,0.183,Real
1668,13,0.207,Real
1669,14,0.18,Real
1670,15,0.157,Real
1671,16,0.211,Real
1672,17,0.184,Real
1673,18,0.239,Real
1674,19,0.199,Real
1675,20,0.168,Real
1676,21,0.215,Real
1677,22,0.277,Real
1678,23,0.358,Real
1679,24,0.547,Real
1680,1,0.57,Real
1681,2,0.537,Real
1682,3,0.092,Real
1683,4,0.082,Real
1684,5,0.074,Real
1685,6,0.08,Real
1686,7,0.069,Real
1687,8,0.082,Real
1688,9,0.075,Real
1689,10,0.078,Real
1690,11,0.087,Real
1691,12,0.206,Real
1692,13,0.156,Real
1693,14,0.115,Real
1694,15,0.07,Real
1695,16,0.077,Real
1696,17,0.082,Real
1697,18,0.067,Real
1698,19,0.077,Real
1699,20,0.078,Real
1700,21,0.079,Real
1701,22,0.064,Real
1702,23,0.203,Real
1703,24,0.552,Real
1704,1,0.307,Real
1705,2,0.097,Real
1706,3,0.07,Real
1707,4,0.076,Real
1708,5,0.131,Real
1709,6,0.097,Real
1710,7,0.084,Real
1711,8,0.064,Real
1712,9,0.162,Real
1713,10,0.13,Real
1714,11,0.245,Real
1715,12,0.185,Real
1716,13,0.195,Real
1717,14,0.276,Real
1718,15,0.348,Real
1719,16,0.253,Real
1720,17,0.209,Real
1721,18,0.208,Real
1722,19,0.188,Real
1723,20,0.221,Real
1724,21,0.519,Real
1725,22,0.545,Real
1726,23,0.569,Real
1727,24,0.551,Real
1728,1,0.214,Real
1729,2,0.079,Real
1730,3,0.076,Real
1731,4,0.075,Real
1732,5,0.081,Real
1733,6,0.079,Real
1734,7,0.125,Real
1735,8,0.198,Real
1736,9,0.254,Real
1737,10,0.142,Real
1738,11,0.17,Real
1739,12,0.117,Real
1740,13,0.147,Real
1741,14,0.285,Real
1742,15,0.213,Real
1743,16,0.181,Real
1744,17,0.195,Real
1745,18,0.214,Real
1746,19,0.231,Real
1747,20,0.369,Real
1748,21,0.394,Real
1749,22,0.388,Real
1750,23,0.283,Real
1751,24,0.413,Real
1752,1,0.527,Real
1753,2,0.433,Real
1754,3,0.114,Real
1755,4,0.582,Real
1756,5,0.092,Real
1757,6,0.182,Real
1758,7,0.196,Real
1759,8,0.116,Real
1760,9,0.162,Real
1761,10,0.122,Real
1762,11,0.259,Real
1763,12,0.149,Real
1764,13,0.207,Real
1765,14,0.338,Real
1766,15,0.25,Real
1767,16,0.172,Real
1768,17,0.263,Real
1769,18,0.368,Real
1770,19,0.363,Real
1771,20,0.433,Real
1772,21,0.563,Real
1773,22,0.121,Real
1774,23,0.081,Real
1775,24,0.079,Real
1776,1,0.076,Real
1777,2,0.089,Real
1778,3,0.094,Real
1779,4,0.073,Real
1780,5,0.08,Real
1781,6,0.082,Real
1782,7,0.144,Real
1783,8,0.089,Real
1784,9,0.083,Real
1785,10,0.092,Real
1786,11,0.175,Real
1787,12,0.077,Real
1788,13,0.085,Real
1789,14,0.078,Real
1790,15,0.082,Real
1791,16,0.082,Real
1792,17,0.068,Real
1793,18,0.083,Real
1794,19,0.081,Real
1795,20,0.09,Real
1796,21,0.081,Real
1797,22,0.081,Real
1798,23,0.089,Real
1799,24,0.818,Real
1800,1,0.22,Real
1801,2,0.093,Real
1802,3,0.083,Real
1803,4,0.082,Real
1804,5,0.078,Real
1805,6,0.075,Real
1806,7,0.077,Real
1807,8,0.081,Real
1808,9,0.081,Real
1809,10,0.086,Real
1810,11,0.147,Real
1811,12,0.31,Real
1812,13,0.197,Real
1813,14,0.096,Real
1814,15,0.076,Real
1815,16,0.082,Real
1816,17,0.095,Real
1817,18,0.086,Real
1818,19,0.113,Real
1819,20,0.121,Real
1820,21,0.091,Real
1821,22,0.087,Real
1822,23,0.109,Real
1823,24,0.515,Real
1824,1,0.604,Real
1825,2,0.09,Real
1826,3,0.082,Real
1827,4,0.075,Real
1828,5,0.083,Real
1829,6,0.082,Real
1830,7,0.083,Real
1831,8,0.143,Real
1832,9,0.107,Real
1833,10,0.166,Real
1834,11,0.195,Real
1835,12,0.222,Real
1836,13,0.167,Real
1837,14,0.347,Real
1838,15,0.237,Real
1839,16,0.199,Real
1840,17,0.193,Real
1841,18,0.197,Real
1842,19,0.175,Real
1843,20,0.171,Real
1844,21,0.22,Real
1845,22,0.218,Real
1846,23,0.265,Real
1847,24,0.582,Real
1848,1,0.492,Real
1849,2,0.112,Real
1850,3,0.603,Real
1851,4,0.083,Real
1852,5,0.091,Real
1853,6,0.144,Real
1854,7,0.083,Real
1855,8,0.084,Real
1856,9,0.151,Real
1857,10,0.15,Real
1858,11,0.194,Real
1859,12,0.235,Real
1860,13,0.175,Real
1861,14,0.376,Real
1862,15,0.28,Real
1863,16,0.208,Real
1864,17,0.177,Real
1865,18,0.187,Real
1866,19,0.223,Real
1867,20,0.319,Real
1868,21,0.331,Real
1869,22,0.571,Real
1870,23,1.066,Real
1871,24,0.217,Real
1872,1,0.1,Real
1873,2,0.072,Real
1874,3,0.137,Real
1875,4,0.102,Real
1876,5,0.074,Real
1877,6,0.089,Real
1878,7,0.08,Real
1879,8,0.073,Real
1880,9,0.158,Real
1881,10,0.128,Real
1882,11,0.182,Real
1883,12,0.27,Real
1884,13,0.21,Real
1885,14,0.331,Real
1886,15,0.41,Real
1887,16,0.268,Real
1888,17,0.221,Real
1889,18,0.214,Real
1890,19,0.324,Real
1891,20,0.34,Real
1892,21,0.318,Real
1893,22,0.238,Real
1894,23,0.823,Real
1895,24,0.536,Real
1896,1,0.592,Real
1897,2,0.442,Real
1898,3,0.108,Real
1899,4,0.56,Real
1900,5,0.08,Real
1901,6,0.087,Real
1902,7,0.076,Real
1903,8,0.086,Real
1904,9,0.147,Real
1905,10,0.146,Real
1906,11,0.185,Real
1907,12,0.252,Real
1908,13,0.156,Real
1909,14,0.387,Real
1910,15,0.235,Real
1911,16,0.19,Real
1912,17,0.199,Real
1913,18,0.191,Real
1914,19,0.214,Real
1915,20,0.297,Real
1916,21,0.214,Real
1917,22,0.284,Real
1918,23,0.668,Real
1919,24,0.386,Real
1920,1,0.432,Real
1921,2,0.076,Real
1922,3,0.091,Real
1923,4,0.077,Real
1924,5,0.09,Real
1925,6,0.072,Real
1926,7,0.082,Real
1927,8,0.09,Real
1928,9,0.163,Real
1929,10,0.142,Real
1930,11,0.242,Real
1931,12,0.17,Real
1932,13,0.213,Real
1933,14,0.362,Real
1934,15,0.304,Real
1935,16,0.257,Real
1936,17,0.288,Real
1937,18,0.339,Real
1938,19,0.327,Real
1939,20,0.329,Real
1940,21,0.192,Real
1941,22,0.222,Real
1942,23,0.257,Real
1943,24,0.313,Real
1944,1,0.239,Real
1945,2,0.449,Real
1946,3,0.121,Real
1947,4,0.584,Real
1948,5,0.091,Real
1949,6,0.082,Real
1950,7,0.093,Real
1951,8,0.092,Real
1952,9,0.08,Real
1953,10,0.082,Real
1954,11,0.101,Real
1955,12,0.108,Real
1956,13,0.292,Real
1957,14,0.145,Real
1958,15,0.079,Real
1959,16,0.075,Real
1960,17,0.083,Real
1961,18,0.077,Real
1962,19,0.079,Real
1963,20,0.074,Real
1964,21,0.078,Real
1965,22,0.078,Real
1966,23,0.083,Real
1967,24,0.08,Real
1968,1,0.074,Real
1969,2,0.107,Real
1970,3,0.089,Real
1971,4,0.124,Real
1972,5,0.103,Real
1973,6,0.083,Real
1974,7,0.081,Real
1975,8,0.082,Real
1976,9,0.075,Real
1977,10,0.08,Real
1978,11,0.118,Real
1979,12,0.257,Real
1980,13,0.186,Real
1981,14,0.079,Real
1982,15,0.083,Real
1983,16,0.082,Real
1984,17,0.083,Real
1985,18,0.074,Real
1986,19,0.08,Real
1987,20,0.084,Real
1988,21,0.082,Real
1989,22,0.075,Real
1990,23,0.125,Real
1991,24,0.156,Real
1992,1,0.087,Real
1993,2,0.072,Real
1994,3,0.093,Real
1995,4,0.082,Real
1996,5,0.073,Real
1997,6,0.089,Real
1998,7,0.082,Real
1999,8,0.08,Real
2000,9,0.154,Real
2001,10,0.336,Real
2002,11,0.236,Real
2003,12,0.207,Real
2004,13,0.194,Real
2005,14,0.328,Real
2006,15,0.47,Real
2007,16,0.203,Real
2008,17,0.219,Real
2009,18,0.17,Real
2010,19,0.202,Real
2011,20,0.269,Real
2012,21,0.232,Real
2013,22,0.248,Real
2014,23,0.208,Real
2015,24,0.092,Real
2016,1,0.101,Real
2017,2,0.076,Real
2018,3,0.077,Real
2019,4,0.091,Real
2020,5,0.08,Real
2021,6,0.084,Real
2022,7,0.09,Real
2023,8,0.182,Real
2024,9,0.082,Real
2025,10,0.086,Real
2026,11,0.081,Real
2027,12,0.124,Real
2028,13,0.102,Real
2029,14,0.092,Real
2030,15,0.074,Real
2031,16,0.08,Real
2032,17,0.091,Real
2033,18,0.073,Real
2034,19,0.083,Real
2035,20,0.108,Real
2036,21,0.24,Real
2037,22,0.28,Real
2038,23,0.217,Real
2039,24,0.194,Real
2040,1,0.124,Real
2041,2,0.449,Real
2042,3,0.367,Real
2043,4,0.354,Real
2044,5,0.086,Real
2045,6,0.081,Real
2046,7,0.085,Real
2047,8,0.172,Real
2048,9,0.096,Real
2049,10,0.083,Real
2050,11,0.09,Real
2051,12,0.084,Real
2052,13,0.084,Real
2053,14,0.128,Real
2054,15,0.112,Real
2055,16,0.073,Real
2056,17,0.088,Real
2057,18,0.092,Real
2058,19,0.069,Real
2059,20,0.126,Real
2060,21,0.198,Real
2061,22,0.374,Real
2062,23,0.969,Real
2063,24,0.605,Real
2064,1,0.113,Real
2065,2,0.074,Real
2066,3,0.093,Real
2067,4,0.08,Real
2068,5,0.084,Real
2069,6,0.089,Real
2070,7,0.075,Real
2071,8,0.186,Real
2072,9,0.078,Real
2073,10,0.087,Real
2074,11,0.083,Real
2075,12,0.081,Real
2076,13,0.084,Real
2077,14,0.08,Real
2078,15,0.082,Real
2079,16,0.079,Real
2080,17,0.088,Real
2081,18,0.075,Real
2082,19,0.092,Real
2083,20,0.074,Real
2084,21,0.088,Real
2085,22,0.101,Real
2086,23,0.214,Real
2087,24,0.222,Real
2088,1,0.218,Real
2089,2,0.096,Real
2090,3,0.085,Real
2091,4,0.097,Real
2092,5,0.085,Real
2093,6,0.093,Real
2094,7,0.082,Real
2095,8,0.089,Real
2096,9,0.167,Real
2097,10,0.462,Real
2098,11,0.289,Real
2099,12,0.128,Real
2100,13,0.191,Real
2101,14,0.324,Real
2102,15,0.377,Real
2103,16,0.248,Real
2104,17,0.345,Real
2105,18,0.316,Real
2106,19,0.093,Real
2107,20,0.08,Real
2108,21,0.071,Real
2109,22,0.092,Real
2110,23,0.074,Real
2111,24,0.076,Real
2112,1,0.074,Real
2113,2,0.092,Real
2114,3,0.073,Real
2115,4,0.073,Real
2116,5,0.079,Real
2117,6,0.072,Real
2118,7,0.093,Real
2119,8,0.071,Real
2120,9,0.131,Real
2121,10,0.096,Real
2122,11,0.079,Real
2123,12,0.082,Real
2124,13,0.077,Real
2125,14,0.076,Real
2126,15,0.082,Real
2127,16,0.066,Real
2128,17,0.088,Real
2129,18,0.076,Real
2130,19,0.078,Real
2131,20,0.078,Real
2132,21,0.075,Real
2133,22,0.079,Real
2134,23,0.085,Real
2135,24,0.069,Real
2136,1,0.085,Real
2137,2,0.069,Real
2138,2,0.084,Real
2139,3,0.074,Real
2140,4,0.075,Real
2141,5,0.086,Real
2142,6,0.068,Real
2143,7,0.089,Real
2144,8,0.011,Real
2145,9,0.02,Real
2146,10,0.112,Real
2147,11,0.093,Real
2148,12,0.086,Real
2149,13,0.087,Real
2150,14,0.076,Real
2151,15,0.092,Real
2152,16,0.08,Real
2153,17,0.16,Real
2154,18,0.326,Real
2155,19,0.244,Real
2156,20,0.139,Real
2157,21,0.221,Real
2158,22,0.231,Real
2159,23,0.783,Real
2160,24,0.214,Real
2161,1,0.151,Real
2162,2,0.077,Real
2163,3,0.07,Real
2164,4,0.076,Real
2165,5,0.083,Real
2166,6,0.076,Real
2167,7,0.074,Real
2168,8,0.102,Real
2169,9,0.098,Real
2170,10,0.084,Real
2171,11,0.079,Real
2172,12,0.26,Real
2173,13,0.176,Real
2174,14,0.084,Real
2175,15,0.081,Real
2176,16,0.092,Real
2177,17,0.085,Real
2178,18,0.253,Real
2179,19,0.087,Real
2180,20,0.086,Real
2181,21,0.081,Real
2182,22,0.069,Real
2183,23,0.352,Real
2184,24,0.582,Real
2185,1,0.407,Real
2186,2,0.435,Real
2187,3,0.125,Real
2188,4,0.649,Real
2189,5,0.1,Real
2190,6,0.123,Real
2191,7,0.1,Real
2192,8,0.154,Real
2193,9,0.488,Real
2194,10,0.118,Real
2195,11,0.205,Real
2196,12,0.201,Real
2197,13,0.227,Real
2198,14,0.344,Real
2199,15,0.278,Real
2200,16,0.206,Real
2201,17,0.202,Real
2202,18,0.208,Real
2203,19,0.259,Real
2204,20,0.335,Real
2205,21,0.298,Real
2206,22,0.285,Real
2207,23,0.511,Real
2208,24,0.503,Real
2209,1,0.465,Real
2210,2,0.112,Real
2211,3,0.633,Real
2212,4,0.084,Real
2213,5,0.085,Real
2214,6,0.09,Real
2215,7,0.083,Real
2216,8,0.164,Real
2217,9,0.144,Real
2218,10,0.078,Real
2219,11,0.075,Real
2220,12,0.079,Real
2221,13,0.09,Real
2222,14,0.08,Real
2223,15,0.074,Real
2224,16,0.075,Real
2225,17,0.085,Real
2226,18,0.14,Real
2227,19,0.075,Real
2228,20,0.074,Real
2229,21,0.214,Real
2230,22,0.313,Real
2231,23,0.213,Real
2232,24,0.147,Real
2233,1,0.085,Real
2234,2,0.129,Real
2235,3,0.096,Real
2236,4,0.085,Real
2237,5,0.072,Real
2238,6,0.086,Real
2239,7,0.128,Real
2240,8,0.217,Real
2241,9,0.119,Real
2242,10,0.08,Real
2243,11,0.084,Real
2244,12,0.142,Real
2245,13,0.081,Real
2246,14,0.075,Real
2247,15,0.075,Real
2248,16,0.095,Real
2249,17,0.125,Real
2250,18,0.082,Real
2251,19,0.083,Real
2252,20,0.077,Real
2253,21,0.112,Real
2254,22,0.11,Real
2255,23,0.076,Real
2256,24,0.075,Real
2257,1,0.09,Real
2258,2,0.137,Real
2259,3,0.108,Real
2260,4,0.094,Real
2261,5,0.077,Real
2262,6,0.131,Real
2263,7,0.082,Real
2264,8,0.164,Real
2265,9,0.075,Real
2266,10,0.137,Real
2267,11,0.274,Real
2268,12,0.173,Real
2269,13,0.141,Real
2270,14,0.265,Real
2271,15,0.162,Real
2272,16,0.229,Real
2273,17,0.108,Real
2274,18,0.166,Real
2275,19,0.229,Real
2276,20,0.3,Real
2277,21,0.234,Real
2278,22,0.23,Real
2279,23,0.375,Real
2280,24,0.221,Real
2281,1,0.208,Real
2282,2,0.164,Real
2283,3,0.106,Real
2284,4,0.09,Real
2285,5,0.089,Real
2286,6,0.138,Real
2287,7,0.075,Real
2288,8,0.075,Real
2289,9,0.115,Real
2290,10,0.103,Real
2291,11,0.116,Real
2292,12,0.396,Real
2293,13,0.18,Real
2294,14,0.141,Real
2295,15,0.473,Real
2296,16,0.112,Real
2297,17,0.502,Real
2298,18,0.09,Real
2299,19,0.122,Real
2300,20,0.079,Real
2301,21,0.08,Real
2302,22,0.087,Real
2303,23,0.135,Real
2304,24,0.074,Real
2305,1,0.083,Real
2306,2,0.118,Real
2307,3,0.139,Real
2308,4,0.074,Real
2309,5,0.085,Real
2310,6,0.104,Real
2311,7,0.114,Real
2312,8,0.085,Real
2313,9,0.076,Real
2314,10,0.246,Real
2315,11,0.51,Real
2316,12,0.191,Real
2317,13,0.137,Real
2318,14,0.089,Real
2319,15,0.095,Real
2320,16,0.173,Real
2321,17,0.092,Real
2322,18,0.082,Real
2323,19,0.082,Real
2324,20,0.133,Real
2325,21,0.099,Real
2326,22,0.08,Real
2327,23,0.125,Real
2328,24,0.202,Real
2329,1,0.218,Real
2330,2,0.166,Real
2331,3,0.091,Real
2332,4,0.078,Real
2333,5,0.082,Real
2334,6,0.085,Real
2335,7,0.134,Real
2336,8,0.075,Real
2337,9,0.171,Real
2338,10,0.151,Real
2339,11,0.23,Real
2340,12,0.168,Real
2341,13,0.187,Real
2342,14,0.302,Real
2343,15,0.304,Real
2344,16,0.193,Real
2345,17,0.205,Real
2346,18,0.211,Real
2347,19,0.308,Real
2348,20,0.175,Real
2349,21,0.08,Real
2350,22,0.223,Real
2351,23,0.512,Real
2352,24,0.196,Real
2353,1,0.086,Real
2354,2,0.078,Real
2355,3,0.141,Real
2356,4,0.082,Real
2357,5,0.075,Real
2358,6,0.075,Real
2359,7,0.094,Real
2360,8,0.169,Real
2361,9,0.131,Real
2362,10,0.077,Real
2363,11,0.085,Real
2364,12,0.082,Real
2365,13,0.074,Real
2366,14,0.075,Real
2367,15,0.074,Real
2368,16,0.089,Real
2369,17,0.124,Real
2370,18,0.093,Real
2371,19,0.074,Real
2372,20,0.086,Real
2373,21,0.076,Real
2374,22,0.201,Real
2375,23,0.187,Real
2376,24,0.564,Real
2377,1,0.424,Real
2378,2,0.114,Real
2379,3,0.564,Real
2380,4,0.081,Real
2381,5,0.083,Real
2382,6,0.076,Real
2383,7,0.076,Real
2384,8,0.448,Real
2385,9,0.119,Real
2386,10,0.103,Real
2387,11,0.084,Real
2388,12,0.07,Real
2389,13,0.081,Real
2390,14,0.081,Real
2391,15,0.084,Real
2392,16,0.075,Real
2393,17,0.074,Real
2394,18,0.143,Real
2395,19,0.087,Real
2396,20,0.243,Real
2397,21,0.558,Real
2398,22,0.412,Real
2399,23,0.501,Real
2400,24,0.241,Real
2401,1,0.074,Real
2402,2,0.091,Real
2403,3,0.129,Real
2404,4,0.091,Real
2405,5,0.066,Real
2406,6,0.076,Real
2407,7,0.078,Real
2408,8,0.185,Real
2409,9,0.14,Real
