,Hora,Consumo,Método de obtención
8976,2,0.108,Real
8977,3,0.099,Real
8978,4,0.174,Real
8979,5,0.105,Real
8980,6,0.112,Real
8981,7,0.104,Real
8982,8,0.095,Real
8983,9,0.137,Real
8984,10,0.197,Real
8985,11,0.241,Real
8986,12,0.23,Real
8987,13,0.209,Real
8988,14,0.233,Real
8989,15,0.332,Real
8990,16,1.526,Real
8991,17,0.222,Real
8992,18,0.318,Real
8993,19,0.352,Real
8994,20,0.376,Real
8995,21,0.431,Real
8996,22,0.442,Real
8997,23,0.246,Real
8998,24,0.269,Real
8999,1,0.218,Real
9000,2,0.13,Real
9001,3,0.117,Real
9002,4,0.113,Real
9003,5,0.118,Real
9004,6,0.123,Real
9005,7,0.108,Real
9006,8,0.112,Real
9007,9,0.124,Real
9008,10,0.293,Real
9009,11,0.405,Real
9010,12,0.229,Real
9011,13,0.105,Real
9012,14,0.112,Real
9013,15,0.122,Real
9014,16,0.122,Real
9015,17,0.114,Real
9016,18,0.107,Real
9017,19,0.118,Real
9018,20,0.121,Real
9019,21,0.102,Real
9020,22,0.116,Real
9021,23,0.13,Real
9022,24,0.338,Real
9023,1,0.148,Real
9024,2,0.12,Real
9025,3,0.105,Real
9026,4,0.114,Real
9027,5,0.115,Real
9028,6,0.113,Real
9029,7,0.266,Real
9030,8,0.099,Real
9031,9,0.111,Real
9032,10,0.148,Real
9033,11,0.299,Real
9034,12,0.353,Real
9035,13,0.474,Real
9036,14,0.442,Real
9037,15,0.173,Real
9038,16,0.117,Real
9039,17,0.116,Real
9040,18,0.106,Real
9041,19,0.117,Real
9042,20,0.116,Real
9043,21,0.103,Real
9044,22,0.121,Real
9045,23,0.155,Real
9046,24,0.092,Real
9047,1,0.109,Real
9048,2,0.098,Real
9049,3,0.116,Real
9050,4,0.113,Real
9051,5,0.095,Real
9052,6,0.109,Real
9053,7,0.119,Real
9054,8,0.261,Real
9055,9,0.104,Real
9056,10,0.111,Real
9057,11,0.108,Real
9058,12,0.132,Real
9059,13,0.235,Real
9060,14,0.253,Real
9061,15,0.244,Real
9062,16,0.258,Real
9063,17,0.363,Real
9064,18,0.145,Real
9065,19,0.207,Real
9066,20,0.303,Real
9067,21,0.279,Real
9068,22,0.449,Real
9069,23,0.243,Real
9070,24,0.24,Real
9071,1,0.224,Real
9072,2,0.251,Real
9073,3,0.119,Real
9074,4,0.091,Real
9075,5,0.105,Real
9076,6,0.105,Real
9077,7,0.098,Real
9078,8,0.107,Real
9079,9,0.098,Real
9080,10,0.231,Real
9081,11,0.122,Real
9082,12,0.106,Real
9083,13,0.108,Real
9084,14,0.089,Real
9085,15,0.123,Real
9086,16,0.409,Real
9087,17,0.282,Real
9088,18,0.263,Real
9089,19,0.27,Real
9090,20,0.236,Real
9091,21,0.282,Real
9092,22,0.629,Real
9093,23,0.641,Real
9094,24,0.237,Real
9095,1,0.118,Real
9096,2,0.106,Real
9097,3,0.104,Real
9098,4,0.098,Real
9099,5,0.101,Real
9100,6,0.103,Real
9101,7,0.099,Real
9102,8,0.101,Real
9103,9,0.133,Real
9104,10,0.229,Real
9105,11,0.246,Real
9106,12,0.501,Real
9107,13,0.331,Real
9108,14,0.61,Real
9109,15,1.037,Real
9110,16,0.316,Real
9111,17,0.241,Real
9112,18,0.214,Real
9113,19,0.237,Real
9114,20,0.34,Real
9115,21,0.266,Real
9116,22,0.466,Real
9117,23,0.448,Real
9118,24,0.201,Real
9119,1,0.133,Real
9120,2,0.177,Real
9121,3,0.111,Real
9122,4,0.111,Real
9123,5,0.117,Real
9124,6,0.105,Real
9125,7,0.108,Real
9126,8,0.113,Real
9127,9,0.178,Real
9128,10,0.198,Real
9129,11,0.228,Real
9130,12,0.177,Real
9131,13,0.161,Real
9132,14,0.162,Real
9133,15,0.246,Real
9134,16,0.305,Real
9135,17,0.224,Real
9136,18,0.249,Real
9137,19,0.281,Real
9138,20,0.407,Real
9139,21,0.102,Real
9140,22,0.101,Real
9141,23,0.191,Real
9142,24,0.831,Real
9143,1,0.169,Real
9144,2,0.11,Real
9145,3,0.107,Real
9146,4,0.09,Real
9147,5,0.105,Real
9148,6,0.106,Real
9149,7,0.088,Real
9150,8,0.159,Real
9151,9,0.099,Real
9152,10,0.185,Real
9153,11,0.23,Real
9154,12,0.199,Real
9155,13,0.219,Real
9156,14,0.208,Real
9157,15,0.278,Real
9158,16,0.239,Real
9159,17,0.206,Real
9160,18,0.413,Real
9161,19,0.35,Real
9162,20,0.235,Real
9163,21,0.279,Real
9164,22,1.187,Real
9165,23,0.26,Real
9166,24,0.563,Real
9167,1,0.34,Real
9168,2,0.695,Real
9169,3,0.251,Real
9170,4,0.123,Real
9171,5,0.101,Real
9172,6,0.106,Real
9173,7,0.101,Real
9174,8,0.106,Real
9175,9,0.106,Real
9176,10,0.09,Real
9177,11,0.112,Real
9178,12,0.155,Real
9179,13,0.218,Real
9180,14,0.11,Real
9181,15,0.109,Real
9182,16,0.124,Real
9183,17,0.096,Real
9184,18,0.104,Real
9185,19,0.107,Real
9186,20,0.09,Real
9187,21,0.108,Real
9188,22,0.103,Real
9189,23,0.099,Real
9190,24,0.165,Real
9191,1,0.111,Real
9192,2,0.113,Real
9193,3,0.1,Real
9194,4,0.125,Real
9195,5,0.114,Real
9196,6,0.109,Real
9197,7,0.09,Real
9198,8,0.107,Real
9199,9,0.109,Real
9200,10,0.098,Real
9201,11,0.107,Real
9202,12,0.123,Real
9203,13,0.278,Real
9204,14,0.139,Real
9205,15,0.099,Real
9206,16,0.112,Real
9207,17,0.095,Real
9208,18,0.105,Real
9209,19,0.094,Real
9210,20,0.113,Real
9211,21,0.093,Real
9212,22,0.104,Real
9213,23,0.108,Real
9214,24,0.109,Real
9215,1,0.105,Real
9216,2,0.122,Real
9217,3,0.107,Real
9218,4,0.111,Real
9219,5,0.098,Real
9220,6,0.1,Real
9221,7,0.104,Real
9222,8,0.104,Real
9223,9,0.158,Real
9224,10,0.223,Real
9225,11,0.22,Real
9226,12,0.197,Real
9227,13,0.202,Real
9228,14,0.189,Real
9229,15,0.501,Real
9230,16,0.258,Real
9231,17,0.251,Real
9232,18,0.195,Real
9233,19,0.127,Real
9234,20,0.235,Real
9235,21,0.246,Real
9236,22,0.23,Real
9237,23,0.444,Real
9238,24,0.289,Real
9239,1,0.137,Real
9240,2,0.127,Real
9241,3,0.128,Real
9242,4,0.111,Real
9243,5,0.097,Real
9244,6,0.116,Real
9245,7,0.112,Real
9246,8,0.14,Real
9247,9,0.148,Real
9248,10,0.18,Real
9249,11,0.125,Real
9250,12,0.3,Real
9251,13,0.369,Real
9252,14,0.518,Real
9253,15,0.251,Real
9254,16,0.298,Real
9255,17,0.288,Real
9256,18,0.274,Real
9257,19,0.281,Real
9258,20,0.269,Real
9259,21,0.119,Real
9260,22,0.112,Real
9261,23,0.734,Real
9262,24,0.246,Real
9263,1,0.226,Real
9264,2,0.419,Real
9265,3,0.241,Real
9266,4,0.494,Real
9267,5,0.106,Real
9268,6,0.107,Real
9269,7,0.109,Real
9270,8,0.098,Real
9271,9,0.15,Real
9272,10,0.257,Real
9273,11,0.196,Real
9274,12,0.169,Real
9275,13,0.144,Real
9276,14,0.802,Real
9277,15,0.228,Real
9278,16,0.298,Real
9279,17,0.284,Real
9280,18,0.254,Real
9281,19,0.242,Real
9282,20,0.14,Real
9283,21,0.273,Real
9284,22,0.267,Real
9285,23,0.252,Real
9286,24,0.127,Real
9287,1,0.114,Real
9288,2,0.106,Real
9289,3,0.1,Real
9290,4,0.107,Real
9291,5,0.108,Real
9292,6,0.106,Real
9293,7,0.112,Real
9294,8,0.106,Real
9295,9,0.116,Real
9296,10,0.204,Real
9297,11,0.306,Real
9298,12,0.376,Real
9299,13,0.489,Real
9300,14,1.278,Real
9301,15,0.537,Real
9302,16,0.234,Real
9303,17,0.164,Real
9304,18,0.002,Real
9305,19,0.0,Real
9306,20,0.162,Real
9307,21,0.149,Real
9308,22,0.217,Real
9309,23,0.236,Real
9310,24,0.155,Real
9311,1,0.12,Real
9312,2,0.099,Real
9313,3,0.112,Real
9314,4,0.102,Real
9315,5,0.119,Real
9316,6,0.116,Real
9317,7,0.127,Real
9318,8,0.092,Real
9319,9,0.197,Real
9320,10,0.205,Real
9321,11,0.251,Real
9322,12,0.284,Real
9323,13,0.32,Real
9324,14,0.225,Real
9325,15,1.15,Real
9326,16,0.625,Real
9327,17,0.266,Real
9328,18,0.276,Real
9329,19,0.201,Real
9330,20,0.099,Real
9331,21,0.233,Real
9332,22,0.165,Real
9333,23,0.127,Real
9334,24,0.275,Real
9335,1,0.654,Real
9336,2,0.182,Real
9337,3,0.492,Real
9338,4,0.108,Real
9339,5,0.112,Real
9340,6,0.109,Real
9341,7,0.107,Real
9342,8,0.112,Real
9343,9,0.106,Real
9344,10,0.107,Real
9345,11,0.11,Real
9346,12,0.2,Real
9347,13,0.23,Real
9348,14,0.12,Real
9349,15,0.114,Real
9350,16,0.124,Real
9351,17,0.107,Real
9352,18,0.098,Real
9353,19,0.105,Real
9354,20,0.104,Real
9355,21,0.104,Real
9356,22,0.112,Real
9357,23,0.163,Real
9358,24,0.126,Real
9359,1,0.119,Real
9360,2,0.106,Real
9361,3,0.11,Real
9362,4,0.126,Real
9363,5,0.108,Real
9364,6,0.109,Real
9365,7,0.101,Real
9366,8,0.099,Real
9367,9,0.112,Real
9368,10,0.107,Real
9369,11,0.113,Real
9370,12,0.197,Real
9371,13,0.186,Real
9372,14,0.123,Real
9373,15,0.109,Real
9374,16,0.105,Real
9375,17,0.101,Real
9376,18,0.105,Real
9377,19,0.109,Real
9378,20,0.107,Real
9379,21,0.097,Real
9380,22,0.107,Real
9381,23,0.141,Real
9382,24,0.253,Real
9383,1,0.19,Real
9384,2,0.109,Real
9385,3,0.108,Real
9386,4,0.102,Real
9387,5,0.113,Real
9388,6,0.095,Real
9389,7,0.111,Real
9390,8,0.095,Real
9391,9,0.22,Real
9392,10,0.193,Real
9393,11,0.292,Real
9394,12,0.308,Real
9395,13,0.283,Real
9396,14,0.515,Real
9397,15,0.307,Real
9398,16,0.299,Real
9399,17,0.155,Real
9400,18,0.104,Real
9401,19,0.112,Real
9402,20,0.099,Real
9403,21,0.104,Real
9404,22,0.343,Real
9405,23,0.299,Real
9406,24,0.203,Real
9407,1,0.116,Real
9408,2,0.115,Real
9409,3,0.106,Real
9410,4,0.103,Real
9411,5,0.113,Real
9412,6,0.104,Real
9413,7,0.097,Real
9414,8,0.156,Real
9415,9,0.097,Real
9416,10,0.258,Real
9417,11,0.37,Real
9418,12,0.449,Real
9419,13,0.328,Real
9420,14,0.986,Real
9421,15,0.176,Real
9422,16,0.159,Real
9423,17,0.257,Real
9424,18,0.114,Real
9425,19,0.086,Real
9426,20,0.204,Real
9427,21,0.174,Real
9428,22,0.694,Real
9429,23,0.242,Real
9430,24,0.441,Real
9431,1,0.167,Real
9432,2,0.492,Real
9433,3,0.117,Real
9434,4,0.095,Real
9435,5,0.111,Real
9436,6,0.104,Real
9437,7,0.169,Real
9438,8,0.162,Real
9439,9,0.146,Real
9440,10,0.254,Real
9441,11,0.27,Real
9442,12,0.157,Real
9443,13,0.148,Real
9444,14,0.285,Real
9445,15,0.364,Real
9446,16,0.307,Real
9447,17,0.311,Real
9448,18,0.296,Real
9449,19,0.236,Real
9450,20,0.362,Real
9451,21,0.46,Real
9452,22,0.119,Real
9453,23,0.328,Real
9454,24,0.218,Real
9455,1,0.123,Real
9456,2,0.091,Real
9457,3,0.112,Real
9458,4,0.093,Real
9459,5,0.111,Real
9460,6,0.101,Real
9461,7,0.098,Real
9462,8,0.097,Real
9463,9,0.156,Real
9464,10,0.144,Real
9465,11,0.233,Real
9466,12,0.315,Real
9467,13,0.456,Real
9468,14,0.962,Real
9469,15,0.868,Real
9470,16,0.285,Real
9471,17,0.273,Real
9472,18,0.484,Real
9473,19,0.25,Real
9474,20,0.104,Real
9475,21,0.107,Real
9476,22,0.092,Real
9477,23,0.1,Real
9478,24,0.109,Real
9479,1,0.191,Real
9480,2,0.152,Real
9481,3,0.119,Real
9482,4,0.094,Real
9483,5,0.107,Real
9484,6,0.1,Real
9485,7,0.097,Real
9486,8,0.134,Real
9487,9,0.142,Real
9488,10,0.139,Real
9489,11,0.242,Real
9490,12,0.434,Real
9491,13,0.409,Real
9492,14,0.259,Real
9493,15,0.923,Real
9494,16,0.304,Real
9495,17,0.267,Real
9496,18,0.181,Real
9497,19,0.106,Real
9498,20,0.114,Real
9499,21,0.26,Real
9500,22,0.665,Real
9501,23,0.291,Real
9502,24,0.453,Real
9503,1,0.148,Real
9504,2,0.521,Real
9505,3,0.104,Real
9506,4,0.094,Real
9507,5,0.11,Real
9508,6,0.096,Real
9509,7,0.1,Real
9510,8,0.104,Real
9511,9,0.188,Real
9512,10,0.123,Real
9513,11,0.096,Real
9514,12,0.098,Real
9515,13,0.092,Real
9516,14,0.096,Real
9517,15,0.101,Real
9518,16,0.092,Real
9519,17,0.101,Real
9520,18,0.09,Real
9521,19,0.096,Real
9522,20,0.092,Real
9523,21,0.14,Real
9524,22,0.498,Real
9525,23,0.365,Real
9526,24,0.336,Real
9527,1,0.168,Real
9528,2,0.096,Real
9529,3,0.104,Real
9530,4,0.106,Real
9531,5,0.095,Real
9532,6,0.11,Real
9533,7,0.086,Real
9534,8,0.107,Real
9535,9,0.095,Real
9536,10,0.125,Real
9537,11,0.296,Real
9538,12,0.165,Real
9539,13,0.267,Real
9540,14,0.109,Real
9541,15,0.109,Real
9542,16,0.115,Real
9543,17,0.108,Real
9544,18,0.089,Real
9545,19,0.104,Real
9546,20,0.098,Real
9547,21,0.094,Real
9548,22,0.105,Real
9549,23,0.091,Real
9550,24,0.16,Real
9551,1,0.143,Real
9552,2,0.107,Real
9553,3,0.104,Real
9554,4,0.098,Real
9555,5,0.107,Real
9556,6,0.099,Real
9557,7,0.103,Real
9558,8,0.101,Real
9559,9,0.142,Real
9560,10,0.168,Real
9561,11,0.185,Real
9562,12,0.324,Real
9563,13,0.32,Real
9564,14,0.373,Real
9565,15,0.536,Real
9566,16,0.273,Real
9567,17,0.194,Real
9568,18,0.1,Real
9569,19,0.149,Real
9570,20,0.301,Real
9571,21,0.232,Real
9572,22,0.111,Real
9573,23,0.328,Real
9574,24,0.14,Real
9575,1,0.099,Real
9576,2,0.098,Real
9577,3,0.101,Real
9578,4,0.148,Real
9579,5,0.113,Real
9580,6,0.115,Real
9581,7,0.098,Real
9582,8,0.101,Real
9583,9,0.149,Real
9584,10,0.246,Real
9585,11,0.308,Real
9586,12,0.331,Real
9587,13,0.761,Real
9588,14,0.257,Real
9589,15,0.134,Real
9590,16,0.24,Real
9591,17,0.205,Real
9592,18,0.104,Real
9593,19,0.1,Real
9594,20,0.105,Real
9595,21,0.1,Real
9596,22,0.735,Real
9597,23,0.251,Real
9598,24,0.583,Real
9599,1,0.493,Real
9600,2,0.103,Real
9601,3,0.107,Real
9602,4,0.096,Real
9603,5,0.109,Real
9604,6,0.098,Real
9605,7,0.099,Real
9606,8,0.137,Real
9607,9,0.142,Real
9608,10,0.172,Real
9609,11,0.17,Real
9610,12,0.101,Real
9611,13,0.109,Real
9612,14,0.255,Real
9613,15,0.283,Real
9614,16,0.288,Real
9615,17,0.307,Real
9616,18,0.326,Real
9617,19,0.27,Real
9618,20,0.24,Real
9619,21,0.246,Real
9620,22,0.273,Real
9621,23,0.269,Real
9622,24,0.29,Real
9623,1,0.541,Real
9624,2,0.172,Real
9625,3,0.515,Real
9626,4,0.119,Real
9627,5,0.093,Real
9628,6,0.113,Real
9629,7,0.099,Real
9630,8,0.1,Real
9631,9,0.15,Real
9632,10,0.152,Real
9633,11,0.254,Real
9634,12,0.356,Real
9635,13,0.299,Real
9636,14,0.542,Real
9637,15,0.312,Real
9638,16,0.287,Real
9639,17,0.151,Real
9640,18,0.107,Real
9641,19,0.176,Real
9642,20,0.188,Real
9643,21,0.1,Real
9644,22,0.281,Real
9645,23,0.323,Real
9646,24,0.628,Real
9647,1,0.325,Real
9648,2,0.109,Real
9649,3,0.102,Real
9650,4,0.099,Real
9651,5,0.106,Real
9652,6,0.097,Real
9653,7,0.105,Real
9654,8,0.095,Real
9655,9,0.158,Real
9656,10,0.168,Real
9657,11,0.31,Real
9658,12,0.305,Real
9659,13,0.345,Real
9660,14,0.629,Real
9661,15,0.263,Real
9662,16,0.122,Real
9663,17,0.205,Real
9664,18,0.283,Real
9665,19,0.272,Real
9666,20,0.265,Real
9667,21,0.252,Real
9668,22,0.599,Real
9669,23,0.372,Real
9670,24,0.387,Real
9671,1,0.472,Real
9672,2,0.468,Real
9673,3,0.146,Real
9674,4,0.101,Real
9675,5,0.096,Real
9676,6,0.104,Real
9677,7,0.095,Real
9678,8,0.102,Real
9679,9,0.097,Real
9680,10,0.1,Real
9681,11,0.314,Real
9682,12,0.24,Real
9683,13,0.156,Real
9684,14,0.121,Real
9685,15,0.105,Real
9686,16,0.115,Real
9687,17,0.094,Real
9688,18,0.107,Real
9689,19,0.096,Real
9690,20,0.104,Real
9691,21,0.094,Real
9692,22,0.095,Real
9693,23,0.101,Real
9694,24,0.097,Real
9695,1,0.129,Real
9696,2,0.127,Real
9697,3,0.109,Real
9698,4,0.1,Real
9699,5,0.101,Real
9700,6,0.103,Real
9701,7,0.097,Real
9702,8,0.099,Real
9703,9,0.102,Real
9704,10,0.102,Real
9705,11,0.276,Real
9706,12,0.106,Real
9707,13,0.11,Real
9708,14,0.096,Real
9709,15,0.1,Real
9710,16,0.105,Real
9711,17,0.098,Real
9712,18,0.1,Real
9713,19,0.094,Real
9714,20,0.1,Real
9715,21,0.099,Real
9716,22,0.094,Real
9717,23,0.097,Real
9718,24,0.139,Real
9719,1,0.085,Real
9720,2,0.069,Real
9721,3,0.077,Real
9722,4,0.078,Real
9723,5,0.065,Real
9724,6,0.075,Real
9725,7,0.076,Real
9726,8,0.067,Real
9727,9,0.122,Real
9728,10,0.454,Real
9729,11,0.23,Real
9730,12,0.685,Real
9731,13,0.21,Real
9732,14,0.678,Real
9733,15,0.328,Real
9734,16,0.3,Real
9735,17,0.326,Real
9736,18,0.267,Real
9737,19,0.255,Real
9738,20,0.24,Real
9739,21,0.252,Real
9740,22,0.727,Real
9741,23,0.246,Real
9742,24,0.222,Real
9743,1,0.133,Real
9744,2,0.124,Real
9745,3,0.127,Real
9746,4,0.106,Real
9747,5,0.12,Real
9748,6,0.112,Real
9749,7,0.107,Real
9750,8,0.144,Real
9751,9,0.222,Real
9752,10,0.269,Real
9753,11,0.238,Real
9754,12,0.289,Real
9755,13,0.304,Real
9756,14,0.578,Real
9757,15,0.653,Real
9758,16,0.283,Real
9759,17,0.29,Real
9760,18,0.194,Real
9761,19,0.102,Real
9762,20,0.093,Real
9763,21,0.096,Real
9764,22,0.22,Real
9765,23,0.417,Real
9766,24,0.604,Real
9767,1,0.284,Real
9768,2,0.112,Real
9769,3,0.097,Real
9770,4,0.101,Real
9771,5,0.102,Real
9772,6,0.092,Real
9773,7,0.098,Real
9774,8,0.093,Real
9775,9,0.154,Real
9776,10,0.194,Real
9777,11,0.27,Real
9778,12,0.158,Real
9779,13,0.149,Real
9780,14,0.237,Real
9781,15,0.276,Real
9782,16,0.202,Real
9783,17,0.105,Real
9784,18,0.102,Real
9785,19,0.1,Real
9786,20,0.098,Real
9787,21,0.087,Real
9788,22,0.191,Real
9789,23,0.332,Real
9790,24,0.606,Real
9791,1,0.457,Real
9792,2,0.104,Real
9793,3,0.105,Real
9794,4,0.098,Real
9795,5,0.089,Real
9796,6,0.103,Real
9797,7,0.1,Real
9798,8,0.093,Real
9799,9,0.127,Real
9800,10,0.163,Real
9801,11,0.247,Real
9802,12,0.21,Real
9803,13,0.253,Real
9804,14,1.133,Real
9805,15,0.381,Real
9806,16,0.234,Real
9807,17,0.1,Real
9808,18,0.101,Real
9809,19,0.097,Real
9810,20,0.093,Real
9811,21,0.102,Real
9812,22,0.546,Real
9813,23,0.334,Real
9814,24,0.586,Real
9815,1,1.039,Real
9816,2,0.309,Real
9817,3,0.104,Real
9818,4,0.096,Real
9819,5,0.096,Real
9820,6,0.105,Real
9821,7,0.09,Real
9822,8,0.1,Real
9823,9,0.129,Real
9824,10,0.152,Real
9825,11,0.234,Real
9826,12,0.449,Real
9827,13,0.309,Real
9828,14,0.382,Real
9829,15,0.359,Real
9830,16,0.308,Real
9831,17,0.232,Real
9832,18,0.107,Real
9833,19,0.104,Real
9834,20,0.182,Real
9835,21,0.239,Real
9836,22,0.291,Real
9837,23,0.259,Real
9838,24,0.633,Real
9839,1,0.243,Real
9840,2,0.112,Real
9841,3,0.114,Real
9842,4,0.108,Real
9843,5,0.111,Real
9844,6,0.115,Real
9845,7,0.165,Real
9846,8,0.116,Real
9847,9,0.106,Real
9848,10,0.106,Real
9849,11,0.175,Real
9850,12,0.242,Real
9851,13,0.252,Real
9852,14,0.182,Real
9853,15,0.101,Real
9854,16,0.122,Real
9855,17,0.114,Real
9856,18,0.1,Real
9857,19,0.107,Real
9858,20,0.1,Real
9859,21,0.101,Real
9860,22,0.102,Real
9861,23,0.093,Real
9862,24,0.101,Real
9863,1,0.279,Real
9864,2,0.489,Real
9865,3,0.417,Real
9866,4,0.173,Real
9867,5,0.111,Real
9868,6,0.105,Real
9869,7,0.098,Real
9870,8,0.105,Real
9871,9,0.104,Real
9872,10,0.099,Real
9873,11,0.1,Real
9874,12,0.225,Real
9875,13,0.233,Real
9876,14,0.236,Real
9877,15,0.304,Real
9878,16,0.249,Real
9879,17,0.157,Real
9880,18,0.116,Real
9881,19,0.163,Real
9882,20,0.246,Real
9883,21,0.192,Real
9884,22,0.126,Real
9885,23,0.243,Real
9886,24,0.634,Real
9887,1,0.63,Real
9888,2,0.638,Real
9889,3,0.102,Real
9890,4,0.113,Real
9891,5,0.103,Real
9892,6,0.1,Real
9893,7,0.109,Real
9894,8,0.096,Real
9895,9,0.143,Real
9896,10,0.157,Real
9897,11,0.261,Real
9898,12,0.307,Real
9899,13,0.434,Real
9900,14,0.65,Real
9901,15,0.616,Real
9902,16,0.32,Real
9903,17,0.283,Real
9904,18,0.27,Real
9905,19,0.316,Real
9906,20,0.535,Real
9907,21,0.216,Real
9908,22,0.104,Real
9909,23,0.28,Real
9910,24,0.423,Real
9911,1,0.59,Real
9912,2,0.374,Real
9913,3,0.091,Real
9914,4,0.108,Real
9915,5,0.106,Real
9916,6,0.089,Real
9917,7,0.107,Real
9918,8,0.106,Real
9919,9,0.139,Real
9920,10,0.154,Real
9921,11,0.198,Real
9922,12,0.28,Real
9923,13,0.4,Real
9924,14,0.966,Real
9925,15,0.289,Real
9926,16,0.33,Real
9927,17,0.34,Real
9928,18,0.294,Real
9929,19,0.211,Real
9930,20,0.114,Real
9931,21,0.125,Real
9932,22,0.293,Real
9933,23,0.862,Real
9934,24,0.195,Real
9935,1,0.102,Real
9936,2,0.103,Real
9937,3,0.104,Real
9938,4,0.106,Real
9939,5,0.103,Real
9940,6,0.102,Real
9941,7,0.098,Real
9942,8,0.141,Real
9943,9,0.111,Real
9944,10,0.105,Real
9945,11,0.145,Real
9946,12,0.306,Real
9947,13,0.521,Real
9948,14,0.335,Real
9949,15,0.294,Real
9950,16,0.294,Real
9951,17,0.304,Real
9952,18,0.191,Real
9953,19,0.103,Real
9954,20,0.095,Real
9955,21,0.111,Real
9956,22,0.173,Real
9957,23,0.348,Real
9958,24,0.328,Real
9959,1,0.141,Real
9960,2,0.116,Real
9961,3,0.112,Real
9962,4,0.096,Real
9963,5,0.109,Real
9964,6,0.108,Real
9965,7,0.099,Real
9966,8,0.312,Real
9967,9,0.256,Real
9968,10,0.507,Real
9969,11,0.105,Real
9970,12,0.099,Real
9971,13,0.103,Real
9972,14,0.096,Real
9973,15,0.1,Real
9974,16,0.107,Real
9975,17,0.092,Real
9976,18,0.101,Real
9977,19,0.108,Real
9978,20,0.09,Real
9979,21,0.095,Real
9980,22,0.161,Real
9981,23,0.11,Real
9982,24,0.107,Real
9983,1,0.097,Real
9984,2,0.101,Real
9985,3,0.105,Real
9986,4,0.095,Real
9987,5,0.098,Real
9988,6,0.106,Real
9989,7,0.097,Real
9990,8,0.096,Real
9991,9,0.1,Real
9992,10,0.096,Real
9993,11,0.102,Real
9994,12,0.097,Real
9995,13,0.095,Real
9996,14,0.104,Real
9997,15,0.086,Real
9998,16,0.106,Real
9999,17,0.101,Real
10000,18,0.089,Real
10001,19,0.107,Real
10002,20,0.089,Real
10003,21,0.098,Real
10004,22,0.1,Real
10005,23,0.091,Real
10006,24,0.104,Real
10007,1,0.092,Real
10008,2,0.102,Real
10009,3,0.089,Real
10010,4,0.167,Real
10011,5,0.099,Real
10012,6,0.1,Real
10013,7,0.098,Real
10014,8,0.099,Real
10015,9,0.099,Real
10016,10,0.093,Real
10017,11,0.104,Real
10018,12,0.093,Real
10019,13,0.1,Real
10020,14,0.094,Real
10021,15,0.09,Real
10022,16,0.107,Real
10023,17,0.103,Real
10024,18,0.096,Real
10025,19,0.125,Real
10026,20,0.084,Real
10027,21,0.102,Real
10028,22,0.092,Real
10029,23,0.096,Real
10030,24,0.095,Real
10031,1,0.097,Real
10032,2,0.099,Real
10033,3,0.088,Real
10034,4,0.106,Real
10035,5,0.083,Real
10036,6,0.105,Real
10037,7,0.09,Real
10038,8,0.093,Real
10039,9,0.103,Real
10040,10,0.088,Real
10041,11,0.098,Real
10042,12,0.09,Real
10043,13,0.091,Real
10044,14,0.096,Real
10045,15,0.099,Real
10046,16,0.089,Real
10047,17,0.103,Real
10048,18,0.082,Real
10049,19,0.129,Real
10050,20,0.121,Real
10051,21,0.09,Real
10052,22,0.1,Real
10053,23,0.088,Real
10054,24,0.101,Real
10055,1,0.098,Real
10056,2,0.085,Real
10057,3,0.111,Real
10058,4,0.084,Real
10059,5,0.104,Real
10060,6,0.084,Real
10061,7,0.098,Real
10062,8,0.102,Real
10063,9,0.092,Real
10064,10,0.101,Real
10065,11,0.084,Real
10066,12,0.099,Real
10067,13,0.099,Real
10068,14,0.091,Real
10069,15,0.093,Real
10070,16,0.09,Real
10071,17,0.104,Real
10072,18,0.099,Real
10073,19,0.106,Real
10074,20,0.212,Real
10075,21,0.231,Real
10076,22,0.239,Real
10077,23,0.264,Real
10078,24,0.18,Real
10079,1,0.11,Real
10080,2,0.112,Real
10081,3,0.098,Real
10082,4,0.141,Real
10083,5,0.149,Real
10084,6,0.089,Real
10085,7,0.102,Real
10086,8,0.098,Real
10087,9,0.128,Real
10088,10,0.118,Real
10089,11,0.132,Real
10090,12,0.094,Real
10091,13,0.096,Real
10092,14,0.1,Real
10093,15,0.212,Real
10094,16,0.302,Real
10095,17,0.223,Real
10096,18,0.087,Real
10097,19,0.17,Real
10098,20,0.216,Real
10099,21,0.099,Real
10100,22,0.129,Real
10101,23,0.242,Real
10102,24,0.717,Real
10103,1,0.238,Real
10104,2,0.157,Real
10105,3,0.089,Real
10106,4,0.108,Real
10107,5,0.108,Real
10108,6,0.09,Real
10109,7,0.103,Real
10110,8,0.087,Real
10111,9,0.146,Real
10112,10,0.136,Real
10113,11,0.131,Real
10114,12,0.103,Real
10115,13,0.097,Real
10116,14,0.206,Real
10117,15,0.355,Real
10118,16,0.316,Real
10119,17,0.385,Real
10120,18,0.265,Real
10121,19,0.142,Real
10122,20,0.129,Real
10123,21,0.292,Real
10124,22,0.483,Real
10125,23,0.441,Real
10126,24,0.254,Real
10127,1,0.176,Real
10128,2,0.113,Real
10129,3,0.108,Real
10130,4,0.099,Real
10131,5,0.098,Real
10132,6,0.117,Real
10133,7,0.096,Real
10134,8,0.1,Real
10135,9,0.085,Real
10136,10,0.104,Real
10137,11,0.134,Real
10138,12,0.148,Real
10139,13,0.091,Real
10140,14,0.148,Real
